Order ID,Order Date,Customer ID,Category,Sub-Category,Product,Region,Quantity,Unit Price,Discount,Sales,Profit
ORD00067,2025-09-12,CUST0091,Electronics,Headphones,Headphones Product 1,East,5,143.02,0.0,715.1,86.07
ORD00068,2025-10-24,CUST0587,Office Supplies,Binders,Binders Product 1,North,4,64.06,0.15,217.8,16.02
ORD00069,2025-09-17,CUST0057,Electronics,Laptops,Laptops Product 5,North,1,184.66,0.1,166.19,10.95
ORD00070,2025-10-09,CUST0147,Electronics,Laptops,Laptops Product 4,West,5,18.36,0.0,91.8,9.03
ORD00071,2025-10-14,CUST0199,Office Supplies,Binders,Binders Product 8,East,3,53.36,0.05,152.08,14.68
ORD00072,2025-02-27,CUST0119,Furniture,Tables,Tables Product 4,East,3,120.75,0.1,326.03,79.26
ORD00073,2025-06-23,CUST0075,Office Supplies,Binders,Binders Product 3,East,5,232.77,0.0,1163.85,157.84
ORD00074,2025-11-03,CUST0174,Furniture,Desks,Desks Product 8,East,4,59.33,0.05,225.45,33.65
ORD00075,2025-01-14,CUST0077,Office Supplies,Paper,Paper Product 5,South,5,49.87,0.05,236.88,26.68
ORD00076,2025-03-31,CUST0630,Office Supplies,Binders,Binders Product 3,East,4,50.16,0.1,180.58,21.35
ORD00077,2025-08-17,CUST0447,Electronics,Phones,Phones Product 8,North,3,326.52,0.05,930.58,199.93
ORD00078,2025-07-09,CUST0670,Accessories,Keyboards,Keyboards Product 4,South,3,54.01,0.15,137.73,14.51
ORD00079,2025-01-27,CUST0452,Electronics,Laptops,Laptops Product 3,South,1,122.17,0.0,122.17,16.63
ORD00080,2025-09-15,CUST0685,Electronics,Headphones,Headphones Product 4,South,2,18.35,0.0,36.7,9.01
ORD00081,2025-08-08,CUST0062,Office Supplies,Paper,Paper Product 8,South,2,22.72,0.0,45.44,12.35
ORD00082,2025-12-04,CUST0513,Accessories,Cables,Cables Product 3,North,2,81.64,0.1,146.95,19.48
ORD00083,2025-07-11,CUST0736,Office Supplies,Paper,Paper Product 8,West,4,93.17,0.0,372.68,92.15
ORD00084,2025-11-04,CUST0314,Office Supplies,Paper,Paper Product 3,North,5,143.78,0.0,718.9,121.96
ORD00085,2025-06-08,CUST0196,Accessories,Keyboards,Keyboards Product 8,West,1,166.85,0.0,166.85,19.39
ORD00086,2025-09-21,CUST0395,Electronics,Phones,Phones Product 1,North,2,91.32,0.05,173.51,32.06
ORD00087,2025-11-04,CUST0635,Furniture,Chairs,Chairs Product 7,East,5,70.88,0.1,318.96,60.3
ORD00088,2025-05-01,CUST0386,Electronics,Headphones,Headphones Product 5,West,2,95.53,0.0,191.06,47.55
ORD00089,2025-07-04,CUST0307,Office Supplies,Storage,Storage Product 3,East,2,49.42,0.05,93.9,22.31
ORD00090,2025-08-18,CUST0505,Furniture,Desks,Desks Product 4,North,3,33.86,0.0,101.58,26.76
ORD00091,2025-03-11,CUST0336,Electronics,Phones,Phones Product 3,North,2,54.39,0.2,87.02,10.41
ORD00092,2025-09-18,CUST0785,Office Supplies,Binders,Binders Product 7,East,1,71.54,0.1,64.39,11.7
ORD00093,2025-10-05,CUST0499,Accessories,Cables,Cables Product 7,South,5,76.42,0.1,343.89,85.16
ORD00094,2025-12-17,CUST0523,Accessories,Bags,Bags Product 4,West,1,221.02,0.05,209.97,37.4
ORD00095,2025-04-16,CUST0004,Electronics,Headphones,Headphones Product 1,South,1,197.13,0.1,177.42,22.05
ORD00096,2025-04-29,CUST0782,Electronics,Phones,Phones Product 2,South,4,43.02,0.2,137.66,16.93
ORD00097,2025-01-31,CUST0356,Electronics,Headphones,Headphones Product 7,North,4,40.13,0.15,136.44,31.03
ORD00098,2025-10-06,CUST0570,Electronics,Laptops,Laptops Product 6,West,2,85.6,0.0,171.2,36.82
ORD00099,2025-09-27,CUST0082,Electronics,Headphones,Headphones Product 5,North,4,95.96,0.0,383.84,48.71
ORD00100,2025-10-05,CUST0321,Accessories,Cables,Cables Product 6,West,1,71.87,0.1,64.68,3.94
ORD00101,2025-03-28,CUST0722,Office Supplies,Storage,Storage Product 3,East,2,12.57,0.0,25.14,6.3
ORD00102,2025-09-05,CUST0068,Office Supplies,Binders,Binders Product 6,South,2,50.1,0.15,85.17,6.82
ORD00103,2025-10-22,CUST0427,Furniture,Desks,Desks Product 2,North,3,229.12,0.0,687.36,111.07
ORD00104,2025-06-30,CUST0732,Office Supplies,Paper,Paper Product 2,South,5,26.42,0.05,125.5,18.32
ORD00105,2025-05-14,CUST0242,Furniture,Chairs,Chairs Product 4,West,1,29.45,0.0,29.45,2.46
ORD00106,2025-07-03,CUST0433,Office Supplies,Storage,Storage Product 8,South,2,48.89,0.2,78.22,14.11
ORD00107,2025-03-27,CUST0787,Furniture,Desks,Desks Product 6,North,2,21.11,0.15,35.89,5.33
ORD00108,2025-03-06,CUST0125,Office Supplies,Binders,Binders Product 3,West,4,37.94,0.0,151.76,21.93
ORD00109,2025-07-24,CUST0688,Electronics,Laptops,Laptops Product 4,West,1,77.63,0.15,65.99,8.59
ORD00110,2025-04-27,CUST0082,Accessories,Cables,Cables Product 4,East,4,45.47,0.0,181.88,35.0
ORD00111,2025-07-07,CUST0591,Furniture,Desks,Desks Product 1,South,4,51.43,0.0,205.72,55.95
ORD00112,2025-10-16,CUST0250,Electronics,Laptops,Laptops Product 1,North,2,32.25,0.05,61.27,10.46
ORD00113,2025-05-21,CUST0781,Accessories,Bags,Bags Product 3,South,4,119.34,0.1,429.62,41.42
ORD00114,2025-03-01,CUST0001,Furniture,Chairs,Chairs Product 1,East,3,59.81,,179.43,45.32
ORD00115,2025-05-02,CUST0424,Furniture,Tables,Tables Product 3,North,1,94.23,0.15,80.1,16.88
ORD00116,2025-09-29,CUST0265,Furniture,Tables,Tables Product 2,West,2,22.81,0.1,41.06,4.13
ORD00117,2025-06-18,CUST0255,Furniture,Chairs,Chairs Product 2,North,3,80.73,0.0,242.19,21.67
ORD00118,2025-09-15,CUST0496,Accessories,Bags,Bags Product 4,North,1,100.04,0.0,100.04,10.22
ORD00119,2025-08-04,CUST0427,Electronics,Phones,Phones Product 5,South,2,18.01,0.0,36.02,9.03
ORD00120,2025-07-23,CUST0364,Electronics,Headphones,Headphones Product 8,East,4,33.77,0.0,135.08,35.63
ORD00121,2025-05-12,CUST0091,Accessories,Keyboards,Keyboards Product 5,South,1,33.16,0.0,33.16,7.95
ORD00122,2025-09-26,CUST0277,Electronics,Phones,Phones Product 4,North,3,97.61,0.0,292.83,25.17
ORD00123,2025-09-22,CUST0100,Office Supplies,Paper,Paper Product 8,North,4,180.04,0.1,648.14,76.76
ORD00124,2025-10-17,CUST0406,Office Supplies,Paper,Paper Product 1,West,1,68.84,0.1,61.96,5.55
ORD00125,2025-01-07,CUST0458,Furniture,Chairs,Chairs Product 8,North,5,194.11,0.05,922.02,85.64
ORD00126,2025-06-13,CUST0476,Accessories,Cables,Cables Product 2,South,3,29.86,0.0,89.58,8.07
ORD00127,2025-11-02,CUST0678,Furniture,Tables,Tables Product 7,West,5,55.72,0.05,264.67,30.11
ORD00128,2025-07-14,CUST0580,Furniture,Tables,Tables Product 7,East,4,29.83,0.0,119.32,25.72
ORD00129,2025-12-25,CUST0029,Furniture,Desks,Desks Product 7,South,4,49.04,0.05,186.35,13.04
ORD00130,2025-02-28,CUST0546,Office Supplies,Binders,Binders Product 4,North,3,40.12,0.15,102.31,12.43
ORD00131,2025-03-07,CUST0195,Furniture,Desks,Desks Product 2,South,2,153.63,0.15,261.17,58.77
ORD00132,2025-02-02,CUST0593,Furniture,Desks,Desks Product 6,East,4,61.49,0.0,245.96,45.11
ORD00133,2025-07-28,CUST0689,Office Supplies,Storage,Storage Product 7,East,5,28.99,0.15,123.21,26.57
ORD00134,2025-12-27,CUST0302,Electronics,Laptops,Laptops Product 7,East,2,199.2,0.0,398.4,109.9
ORD00135,2025-05-25,CUST0308,Accessories,Keyboards,Keyboards Product 4,North,4,76.52,0.1,275.47,47.16
ORD00136,2025-05-13,CUST0315,Office Supplies,Binders,Binders Product 7,North,5,43.89,0.0,219.45,34.11
ORD00137,2025-09-07,CUST0159,Furniture,Chairs,Chairs Product 1,South,2,17.13,0.2,27.41,2.16
ORD00138,2025-06-24,CUST0418,Accessories,Cables,Cables Product 1,South,5,38.44,0.0,192.2,22.52
ORD00139,2025-01-17,CUST0539,Furniture,Chairs,Chairs Product 4,West,1,31.34,0.2,25.07,4.02
ORD00140,2025-10-10,CUST0721,Electronics,Laptops,Laptops Product 1,West,2,52.27,0.1,94.09,21.67
ORD00141,2025-12-14,CUST0178,Office Supplies,Storage,Storage Product 5,South,2,29.65,0.0,59.3,8.35
ORD00142,2025-01-30,CUST0203,Electronics,Headphones,Headphones Product 4,North,5,35.11,0.05,166.77,16.77
ORD00143,2025-08-02,CUST0668,Electronics,Headphones,Headphones Product 4,North,2,34.45,0.0,68.9,10.63
ORD00144,2025-03-27,CUST0717,Accessories,Bags,Bags Product 6,North,4,169.42,0.2,542.14,29.35
ORD00145,2025-11-05,CUST0149,Furniture,Chairs,Chairs Product 2,West,1,37.02,0.05,35.17,5.54
ORD00146,2025-05-02,CUST0196,Office Supplies,Paper,Paper Product 3,North,5,153.48,0.05,729.03,85.43
ORD00147,2025-11-21,CUST0361,Electronics,Headphones,Headphones Product 5,South,1,41.62,0.05,39.54,6.55
ORD00148,2025-02-02,CUST0386,Office Supplies,Storage,Storage Product 7,West,3,63.38,0.0,190.14,51.42
ORD00149,2025-07-22,CUST0304,Electronics,Laptops,Laptops Product 1,North,2,28.56,0.0,57.12,4.91
ORD00150,2025-07-12,CUST0425,Accessories,Bags,Bags Product 6,North,2,83.01,0.05,157.72,23.28
ORD00151,2025-10-26,CUST0663,Accessories,Keyboards,Keyboards Product 8,East,1,5.63,0.05,5.35,0.52
ORD00152,2025-01-20,CUST0600,Furniture,Tables,Tables Product 6,West,1,147.06,0.15,125.0,20.88
ORD00153,2025-12-04,CUST0442,Accessories,Bags,Bags Product 8,South,2,31.45,0.1,56.61,3.14
ORD00154,2025-10-15,CUST0506,Furniture,Desks,Desks Product 4,South,1,110.04,0.0,110.04,12.16
ORD00155,2025-04-27,CUST0526,Electronics,Headphones,Headphones Product 5,North,4,30.66,0.05,116.51,23.24
ORD00156,2025-12-26,CUST0676,Furniture,Tables,Tables Product 5,North,5,22.31,0.0,111.55,24.05
ORD00157,2025-11-22,CUST0289,Accessories,Cables,Cables Product 8,East,2,49.57,0.1,89.23,10.31
ORD00158,2025-08-04,CUST0407,Furniture,Desks,Desks Product 6,West,4,56.19,0.05,213.52,45.15
ORD00159,2025-08-25,CUST0207,Furniture,Tables,Tables Product 2,West,1,37.56,0.05,35.68,5.55
ORD00160,2025-11-20,CUST0261,Electronics,Laptops,Laptops Product 7,North,4,47.29,0.1,170.24,10.04
ORD00161,2025-11-11,CUST0697,Electronics,Headphones,Headphones Product 3,West,5,30.59,0.1,137.66,11.13
ORD00162,2025-12-17,CUST0434,Electronics,Laptops,Laptops Product 5,East,2,75.26,0.15,127.94,10.62
ORD00163,2025-08-11,CUST0574,Accessories,Keyboards,Keyboards Product 8,East,3,61.77,0.1,166.78,19.86
ORD00164,2025-12-18,CUST0488,Furniture,Tables,Tables Product 3,South,4,82.71,0.05,314.3,76.22
ORD00165,2025-11-08,CUST0354,Electronics,Headphones,Headphones Product 6,West,5,32.44,0.05,154.09,25.5
ORD00166,2025-12-08,CUST0782,Furniture,Desks,Desks Product 1,East,2,42.54,0.2,68.06,13.52
ORD00167,2025-10-06,CUST0485,Accessories,Keyboards,Keyboards Product 6,East,2,295.7,0.05,561.83,64.92
ORD00168,2025-08-28,CUST0653,Furniture,Chairs,Chairs Product 3,West,2,80.57,0.05,153.08,17.03
ORD00169,2025-01-03,CUST0188,Office Supplies,Paper,Paper Product 2,East,2,30.06,0.15,51.1,10.75
ORD00170,2025-12-12,CUST0124,Accessories,Cables,Cables Product 1,South,1,51.99,0.2,41.59,2.85
ORD00171,2025-12-07,CUST0471,Furniture,Tables,Tables Product 7,North,5,153.38,0.0,766.9,82.52
ORD00172,2025-07-30,CUST0141,Furniture,Tables,Tables Product 2,South,5,46.27,0.0,231.35,57.03
ORD00173,2025-07-02,CUST0019,Office Supplies,Binders,Binders Product 8,North,2,101.16,0.1,182.09,46.14
ORD00174,2025-04-19,CUST0369,Office Supplies,Paper,Paper Product 2,South,1,83.22,0.2,66.58,6.24
ORD00175,2025-09-03,CUST0724,Electronics,Laptops,Laptops Product 7,West,2,29.57,0.15,50.27,10.5
ORD00176,2025-03-23,CUST0714,Furniture,Tables,Tables Product 3,North,2,158.67,0.15,269.74,37.97
ORD00177,2025-02-05,CUST0408,Office Supplies,Storage,Storage Product 1,North,5,47.71,0.05,226.62,18.36
ORD00178,2025-09-30,CUST0658,Electronics,Laptops,Laptops Product 3,North,3,51.76,0.0,155.28,32.68
ORD00179,2025-11-11,CUST0035,Electronics,Laptops,Laptops Product 1,South,1,33.74,0.05,32.05,7.42
ORD00180,2025-07-16,CUST0600,Furniture,Tables,Tables Product 6,South,4,62.81,0.1,226.12,35.24
ORD00181,2025-03-22,CUST0608,Furniture,Tables,Tables Product 1,South,3,42.39,0.1,114.45,9.02
ORD00182,2025-11-08,CUST0110,Electronics,Laptops,Laptops Product 8,East,1,117.88,0.0,117.88,32.78
ORD00183,2025-05-24,CUST0364,Electronics,Phones,Phones Product 2,East,5,60.39,0.2,241.56,49.42
ORD00184,2025-09-30,CUST0441,Electronics,Phones,Phones Product 4,West,4,51.14,0.1,184.1,30.98
ORD00185,2025-01-10,CUST0495,Furniture,Desks,Desks Product 3,South,3,47.64,0.1,128.63,19.58
ORD00186,2025-10-03,CUST0217,Furniture,Chairs,Chairs Product 2,East,4,21.32,0.05,81.02,11.71
ORD00187,2025-07-25,CUST0008,Electronics,Laptops,Laptops Product 2,East,3,35.87,0.0,107.61,8.63
ORD00188,2025-10-30,CUST0381,Accessories,Keyboards,Keyboards Product 7,West,4,89.88,0.15,305.59,41.71
ORD00189,2025-03-20,CUST0022,Furniture,Chairs,Chairs Product 2,West,2,215.79,0.0,431.58,93.18
ORD00190,2025-08-26,CUST0688,Electronics,Phones,Phones Product 2,South,2,43.99,0.0,87.98,9.41
ORD00191,2025-01-21,CUST0335,Furniture,Tables,Tables Product 2,West,2,265.88,0.0,531.76,107.47
ORD00192,2025-06-17,CUST0496,Accessories,Bags,Bags Product 4,North,5,10.77,0.0,53.85,5.55
ORD00193,2025-10-03,CUST0354,Electronics,Headphones,Headphones Product 1,North,5,139.61,0.05,663.15,176.95
ORD00194,2025-12-04,CUST0137,Furniture,Chairs,Chairs Product 7,West,2,41.48,0.05,78.81,18.03
ORD00195,2025-06-30,CUST0636,Furniture,Tables,Tables Product 5,South,3,13.67,0.0,41.01,6.54
ORD00196,2025-01-12,CUST0471,Electronics,Phones,Phones Product 5,South,2,90.18,0.0,180.36,45.67
ORD00197,2025-06-07,CUST0584,Office Supplies,Binders,Binders Product 4,West,3,63.07,0.2,151.37,32.78
ORD00198,2025-05-08,CUST0443,Furniture,Chairs,Chairs Product 3,South,3,161.73,0.05,460.93,91.84
ORD00199,2025-05-19,CUST0774,Accessories,Cables,Cables Product 4,West,1,186.94,0.0,186.94,41.99
ORD00200,2025-12-21,CUST0742,Electronics,Headphones,Headphones Product 2,East,3,58.43,0.0,175.29,43.01
ORD00201,2025-01-20,CUST0737,Electronics,Headphones,Headphones Product 5,West,5,154.79,0.0,773.95,204.93
ORD00202,2025-05-03,CUST0595,Electronics,Phones,Phones Product 2,West,1,172.96,0.05,164.31,11.96
ORD00203,2025-06-20,CUST0704,Electronics,Phones,Phones Product 8,West,2,62.76,0.15,106.69,11.59
ORD00204,2025-02-24,CUST0397,Furniture,Desks,Desks Product 2,East,3,67.38,0.0,202.14,47.5
ORD00205,2025-12-18,CUST0769,Electronics,Headphones,Headphones Product 8,East,1,39.26,0.0,39.26,7.81
ORD00206,2025-08-21,CUST0785,Furniture,Chairs,Chairs Product 6,East,1,89.95,0.05,85.45,15.41
ORD00207,2025-05-16,CUST0177,Accessories,Cables,Cables Product 7,North,5,48.14,0.0,240.7,57.52
ORD00208,2025-07-04,CUST0371,Furniture,Desks,Desks Product 4,East,2,199.05,0.0,398.1,73.29
ORD00209,2025-09-01,CUST0465,Office Supplies,Paper,Paper Product 4,West,4,59.47,0.1,214.09,13.49
ORD00210,2025-03-09,CUST0078,Office Supplies,Storage,Storage Product 5,West,2,55.67,0.0,111.34,16.57
ORD00211,2025-10-23,CUST0792,Electronics,Phones,Phones Product 7,West,2,202.08,0.0,404.16,85.01
ORD00212,2025-05-15,CUST0794,Office Supplies,Binders,Binders Product 4,West,3,79.68,0.0,239.04,44.68
ORD00213,2025-09-15,CUST0249,Office Supplies,Paper,Paper Product 8,West,2,109.44,0.15,186.05,9.59
ORD00214,2025-09-21,CUST0428,Accessories,Keyboards,Keyboards Product 1,West,1,96.47,0.15,82.0,6.04
ORD00215,2025-05-25,CUST0231,Accessories,Cables,Cables Product 3,West,4,47.2,0.0,188.8,51.68
ORD00216,2025-02-16,CUST0566,Electronics,Phones,Phones Product 5,West,2,29.0,0.0,58.0,14.7
ORD00217,2025-11-04,CUST0240,Electronics,Headphones,Headphones Product 5,South,4,21.25,0.0,85.0,20.33
ORD00218,2025-06-16,CUST0365,Office Supplies,Storage,Storage Product 7,South,5,157.25,0.1,707.62,107.27
ORD00219,2025-05-23,CUST0579,Furniture,Tables,Tables Product 4,North,1,135.87,0.0,135.87,32.06
ORD00220,2025-04-14,CUST0780,Accessories,Keyboards,Keyboards Product 7,North,4,42.41,0.0,169.64,20.55
ORD00221,2025-12-08,CUST0284,Furniture,Tables,Tables Product 2,West,4,24.13,0.0,96.52,8.67
ORD00222,2025-08-29,CUST0501,Electronics,Laptops,Laptops Product 7,North,1,94.78,0.15,80.56,12.08
ORD00223,2025-08-14,CUST0090,Office Supplies,Storage,Storage Product 1,South,5,21.78,0.2,87.12,8.68
ORD00224,2025-02-15,CUST0432,Electronics,Phones,Phones Product 4,North,3,113.44,0.0,340.32,79.69
ORD00225,2025-08-27,CUST0614,Office Supplies,Paper,Paper Product 6,West,1,33.37,0.05,31.7,3.59
ORD00226,2025-07-13,CUST0416,Electronics,Headphones,Headphones Product 1,East,5,32.99,0.0,164.95,29.61
ORD00227,2025-12-30,CUST0778,Accessories,Cables,Cables Product 1,East,2,26.82,0.05,50.96,7.74
ORD00228,2025-01-07,CUST0375,Office Supplies,Paper,Paper Product 4,West,2,54.95,0.0,109.9,30.36
ORD00229,2025-01-23,CUST0722,Furniture,Tables,Tables Product 4,South,4,84.05,0.1,302.58,63.95
ORD00230,2025-10-11,CUST0537,Office Supplies,Paper,Paper Product 8,West,5,64.01,0.0,320.05,68.01
ORD00231,2025-06-05,CUST0392,Office Supplies,Binders,Binders Product 4,East,3,114.73,0.05,326.98,70.24
ORD00232,2025-02-11,CUST0598,Electronics,Phones,Phones Product 2,West,4,64.79,0.0,259.16,53.22
ORD00233,2025-02-10,CUST0316,Office Supplies,Paper,Paper Product 3,South,3,23.4,0.0,70.2,8.39
ORD00234,2025-10-02,CUST0286,Office Supplies,Paper,Paper Product 7,South,5,74.77,0.1,336.46,30.29
ORD00235,2025-04-10,CUST0663,Accessories,Bags,Bags Product 6,North,2,40.42,0.0,80.84,15.36
ORD00236,2025-03-17,CUST0359,Electronics,Phones,Phones Product 4,West,3,74.43,0.1,200.96,43.81
ORD00237,2025-05-12,CUST0575,Furniture,Chairs,Chairs Product 2,West,2,74.79,0.05,142.1,20.73
ORD00238,2025-09-13,CUST0243,Accessories,Bags,Bags Product 7,South,2,65.76,0.0,131.52,22.06
ORD00239,2025-10-06,CUST0019,Accessories,Bags,Bags Product 7,East,3,37.91,0.05,108.04,21.19
ORD00240,2025-05-11,CUST0369,Accessories,Cables,Cables Product 7,North,4,51.82,0.15,176.19,35.38
ORD00241,2025-06-24,CUST0611,Office Supplies,Paper,Paper Product 5,East,3,90.13,0.05,256.87,46.53
ORD00242,2025-10-09,CUST0795,Accessories,Keyboards,Keyboards Product 6,West,1,32.34,0.15,27.49,5.83
